,Fixed_Acidity,Volatile_Acidity,Citric Acid,Sugar,Chlorides,Fixed_Sulfur_dioxide,Total_Sulfur_dioxide,Density,pH,Sulphates,Alcohol,Color,Quality,,,,,,,,
764,6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,White,7,,,,,,,,
765,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,White,6,,,,,,,,
766,6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,White,6,,,,,,,,
767,6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,White,6,,,,,,,,
768,6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,White,6,,,,,,,,
769,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,White,5,,,,,,,,
770,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,White,5,,,,,,,,
771,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,White,7,,,,,,,,
772,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,White,7,,,,,,,,
773,6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,White,7,,,,,,,,
774,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,White,6,,,,,,,,
775,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,White,6,,,,,,,,
776,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,White,6,,,,,,,,
777,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,White,6,,,,,,,,
778,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,White,6,,,,,,,,
779,6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,White,6,,,,,,,,
780,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,White,5,,,,,,,,
781,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,White,5,,,,,,,,
782,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,White,5,,,,,,,,
783,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,White,6,,,,,,,,
784,6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,White,5,,,,,,,,
785,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,White,6,,,,,,,,
786,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,White,6,,,,,,,,
787,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,White,6,,,,,,,,
788,6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,White,6,,,,,,,,
789,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,White,6,,,,,,,,
790,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,White,6,,,,,,,,
791,6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,White,4,,,,,,,,
792,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333,White,6,,,,,,,,
793,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,White,6,,,,,,,,
794,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,White,7,,,,,,,,
795,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,White,7,,,,,,,,
796,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,White,7,,,,,,,,
797,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11,White,7,,,,,,,,
798,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.13333333,White,7,,,,,,,,
799,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,White,7,,,,,,,,
800,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,White,7,,,,,,,,
801,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,White,7,,,,,,,,
802,6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,White,6,,,,,,,,
803,6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,White,5,,,,,,,,
804,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,White,6,,,,,,,,
805,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,White,6,,,,,,,,
806,6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,White,6,,,,,,,,
807,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,White,6,,,,,,,,
808,6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,White,5,,,,,,,,
809,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,White,6,,,,,,,,
810,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,White,5,,,,,,,,
811,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,White,5,,,,,,,,
812,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,White,7,,,,,,,,
813,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,White,7,,,,,,,,
814,6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,White,4,,,,,,,,
815,6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,White,6,,,,,,,,
816,6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,White,5,,,,,,,,
817,6,0.2,0.33,1.1,0.039,45,126,0.99051,3.31,0.45,11.6,White,7,,,,,,,,
818,6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,White,4,,,,,,,,
819,6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,White,6,,,,,,,,
820,6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,White,6,,,,,,,,
821,6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.13333333,White,6,,,,,,,,
822,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,White,6,,,,,,,,
823,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,White,6,,,,,,,,
824,6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,White,7,,,,,,,,
825,6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,White,6,,,,,,,,
826,6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,White,6,,,,,,,,
827,6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.633333333,White,5,,,,,,,,
828,6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,White,5,,,,,,,,
829,6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,White,6,,,,,,,,
830,6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,Red,5,,,,,,,,
831,6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,Red,6,,,,,,,,
832,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,Red,6,,,,,,,,
833,6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,Red,6,,,,,,,,
834,6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,Red,6,,,,,,,,
835,6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,Red,5,,,,,,,,
836,6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,Red,5,,,,,,,,
837,6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,Red,5,,,,,,,,
838,6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,Red,5,,,,,,,,
839,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,Red,7,,,,,,,,
840,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,Red,5,,,,,,,,
841,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,Red,5,,,,,,,,
842,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,Red,5,,,,,,,,
843,6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,Red,5,,,,,,,,
844,6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,Red,6,,,,,,,,
845,6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,Red,5,,,,,,,,
846,6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,White,5,,,,,,,,
847,6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,White,7,,,,,,,,
848,6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,White,6,,,,,,,,
849,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,White,7,,,,,,,,
850,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,White,7,,,,,,,,
851,6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,White,6,,,,,,,,
852,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,White,6,,,,,,,,
853,6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,White,5,,,,,,,,
854,6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,White,8,,,,,,,,
855,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,White,6,,,,,,,,
856,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,White,6,,,,,,,,
857,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,White,7,,,,,,,,
858,6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,White,6,,,,,,,,
859,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,White,6,,,,,,,,
860,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,White,6,,,,,,,,
861,6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,White,5,,,,,,,,
862,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,White,5,,,,,,,,
863,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,White,6,,,,,,,,
864,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,White,5,,,,,,,,
865,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,White,5,,,,,,,,
866,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,White,6,,,,,,,,
867,6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,White,6,,,,,,,,
868,6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,White,5,,,,,,,,
869,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,White,6,,,,,,,,
870,6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,White,6,,,,,,,,
871,6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,White,7,,,,,,,,
872,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,White,5,,,,,,,,
873,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,White,6,,,,,,,,
874,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,White,4,,,,,,,,
875,6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,White,6,,,,,,,,
876,6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,White,6,,,,,,,,
877,6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,White,6,,,,,,,,
878,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,White,5,,,,,,,,
879,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,White,5,,,,,,,,
880,6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,White,6,,,,,,,,
881,6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,White,7,,,,,,,,
882,6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,White,5,,,,,,,,
883,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,White,5,,,,,,,,
884,6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,White,5,,,,,,,,
885,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,White,5,,,,,,,,
886,6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,White,6,,,,,,,,
887,6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,White,6,,,,,,,,
888,6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,White,5,,,,,,,,
889,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,White,6,,,,,,,,
890,6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,White,7,,,,,,,,
891,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,White,8,,,,,,,,
892,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,White,4,,,,,,,,
893,6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,White,5,,,,,,,,
894,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,White,5,,,,,,,,
895,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,White,5,,,,,,,,
896,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,White,5,,,,,,,,
897,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,White,5,,,,,,,,
898,6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,White,5,,,,,,,,
899,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,White,6,,,,,,,,
900,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,White,6,,,,,,,,
901,6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,White,4,,,,,,,,
902,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,White,6,,,,,,,,
903,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,White,6,,,,,,,,
904,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,White,6,,,,,,,,
905,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,White,5,,,,,,,,
906,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,White,6,,,,,,,,
907,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,White,5,,,,,,,,
908,6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,White,6,,,,,,,,
909,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,White,6,,,,,,,,
910,6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,White,6,,,,,,,,
911,6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,White,6,,,,,,,,
912,6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,White,5,,,,,,,,
913,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,White,7,,,,,,,,
914,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,White,7,,,,,,,,
915,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,White,6,,,,,,,,
916,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,White,6,,,,,,,,
917,6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,White,5,,,,,,,,
918,6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,White,6,,,,,,,,
919,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,White,5,,,,,,,,
920,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,White,5,,,,,,,,
921,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,White,7,,,,,,,,
922,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,White,6,,,,,,,,
923,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,White,3,,,,,,,,
924,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,White,6,,,,,,,,
925,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,White,5,,,,,,,,
926,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,White,5,,,,,,,,
927,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,White,6,,,,,,,,
928,6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,White,5,,,,,,,,
929,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,White,8,,,,,,,,
930,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,White,8,,,,,,,,
931,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,White,5,,,,,,,,
932,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,White,5,,,,,,,,
933,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,White,7,,,,,,,,
934,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,White,7,,,,,,,,
935,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,White,7,,,,,,,,
936,6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,White,7,,,,,,,,
937,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,White,7,,,,,,,,
938,6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,White,4,,,,,,,,
939,6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,White,6,,,,,,,,
940,6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,White,7,,,,,,,,
941,6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,White,6,,,,,,,,
942,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,White,6,,,,,,,,
943,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,White,6,,,,,,,,
944,6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,White,5,,,,,,,,
945,6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,White,6,,,,,,,,
946,6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,White,6,,,,,,,,
947,6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,White,6,,,,,,,,
948,6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,White,7,,,,,,,,
949,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,White,7,,,,,,,,
950,6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,White,5,,,,,,,,
951,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,White,7,,,,,,,,
952,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,White,6,,,,,,,,
953,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,White,6,,,,,,,,
954,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,White,6,,,,,,,,
955,6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,White,6,,,,,,,,
956,6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,White,4,,,,,,,,
957,6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,White,5,,,,,,,,
958,6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,White,5,,,,,,,,
959,6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,White,6,,,,,,,,
960,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,White,6,,,,,,,,
961,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,White,5,,,,,,,,
962,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,White,5,,,,,,,,
963,6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,White,7,,,,,,,,
964,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,White,4,,,,,,,,
965,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,White,4,,,,,,,,
966,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,White,6,,,,,,,,
967,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,White,6,,,,,,,,
968,6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,White,6,,,,,,,,
969,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,White,5,,,,,,,,
970,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,White,5,,,,,,,,
971,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,White,6,,,,,,,,
972,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,White,6,,,,,,,,
973,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,White,5,,,,,,,,
974,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,White,6,,,,,,,,
975,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,White,6,,,,,,,,
976,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,White,6,,,,,,,,
977,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,White,5,,,,,,,,
978,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,White,5,,,,,,,,
979,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,White,5,,,,,,,,
980,6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,White,6,,,,,,,,
981,6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,White,7,,,,,,,,
982,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.26666667,White,7,,,,,,,,
983,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,White,7,,,,,,,,
984,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,White,6,,,,,,,,
985,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,White,6,,,,,,,,
986,6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,White,5,,,,,,,,
987,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,White,7,,,,,,,,
988,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,White,7,,,,,,,,
989,6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,White,6,,,,,,,,
990,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,White,7,,,,,,,,
991,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,White,7,,,,,,,,
992,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,White,6,,,,,,,,
993,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,White,6,,,,,,,,
994,6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,White,7,,,,,,,,
995,6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,White,6,,,,,,,,
996,6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,White,3,,,,,,,,
997,6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,White,5,,,,,,,,
998,6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,White,6,,,,,,,,
999,6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,White,7,,,,,,,,
1000,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,White,6,,,,,,,,
1001,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,White,5,,,,,,,,
1002,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,White,5,,,,,,,,
1003,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,Red,5,,,,,,,,
1004,6.2,0.63,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3,Red,5,,,,,,,,
1005,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,Red,6,,,,,,,,
1006,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,Red,6,,,,,,,,
1007,6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,Red,5,,,,,,,,
1008,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,Red,6,,,,,,,,
1009,6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,Red,7,,,,,,,,
1010,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,Red,5,,,,,,,,
1011,6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,Red,4,,,,,,,,
1012,6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,Red,6,,,,,,,,
1013,6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,Red,5,,,,,,,,
1014,6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,Red,6,,,,,,,,
1015,6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,Red,5,,,,,,,,
1016,6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,Red,6,,,,,,,,
1017,6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,Red,6,,,,,,,,
1018,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,Red,6,,,,,,,,
1019,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,Red,5,,,,,,,,
